SailName,Timestamp(s),DistEarth(Km),DistSun(Km),Velocity(Km/s),TotalForce(N),SolarPressure(Pa),IncidenceAngle(deg),ActivePhotons
SolarSail_3,0.009,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,0
SolarSail_3,0.201,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.227,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.238,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.249,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.260,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.272,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.285,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.297,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.308,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.334,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.359,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.384,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.409,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.420,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.433,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.445,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.455,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.465,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.475,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.484,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.494,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.504,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.514,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.524,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.534,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.544,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.554,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.564,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.574,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.585,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.595,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.604,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.616,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.626,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.637,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.647,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.657,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.667,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.676,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.686,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.695,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.705,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.715,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.725,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.734,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.744,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.754,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.763,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.773,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.783,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.792,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.802,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.811,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.821,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
SolarSail_3,0.830,42157.00,1.0000,3.0749,2.0186e+01,0.0000e+00,0.00,100
