SailName,Timestamp(s),DistEarth(Km),DistSun(Km),Velocity(Km/s),TotalForce(N),SolarPressure(Pa),IncidenceAngle(deg),ActivePhotons
SolarSail_1,0.987,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,0.997,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.006,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.018,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.027,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.035,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.044,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.053,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.062,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.070,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.078,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.087,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.096,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.105,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.113,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.123,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.132,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.141,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.149,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.158,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.168,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.177,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.186,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.195,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.204,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.212,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.220,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.229,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.238,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.247,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.256,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.267,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.276,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.286,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.295,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.305,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.314,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.323,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.332,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.341,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.350,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.359,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.369,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.377,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.386,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.394,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.403,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.411,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.420,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.429,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.437,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.446,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.455,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.464,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.472,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.480,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.489,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.499,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.508,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.516,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.525,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.535,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.544,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.553,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.562,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.572,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.580,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.590,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.599,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.607,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.616,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.624,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.632,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.642,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.651,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.660,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.668,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.677,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.686,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.696,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.706,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.714,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.723,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.731,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.740,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.748,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.757,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.766,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.774,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.783,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.792,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.802,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.810,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.819,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.828,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.837,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.846,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.856,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.865,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.874,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.883,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.891,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.901,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.910,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.918,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.927,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.936,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.944,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.953,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.962,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.970,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.978,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.987,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,1.995,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,2.005,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,2.014,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
SolarSail_1,2.022,42157.00,1.0000,3.0749,1.1214e+00,0.0000e+00,0.00,99
