Time,PosX,PosY,PosZ,VelX,VelY,VelZ,ForceX,ForceY,ForceZ,IncidenceAngle,DistanceAU
6.830,27.964,-88.019,-302.180,5.693,-22.496,-90.852,-0.040,-0.035,-0.554,41.39,7.09868
6.838,28.012,-88.206,-302.938,5.686,-22.502,-90.944,-0.040,-0.035,-0.553,41.42,7.09874
6.846,28.059,-88.394,-303.697,5.679,-22.508,-91.037,-0.040,-0.035,-0.553,41.46,7.09881
6.855,28.106,-88.582,-304.456,5.672,-22.513,-91.129,-0.041,-0.034,-0.552,41.49,7.09888
6.863,28.154,-88.769,-305.217,5.666,-22.519,-91.221,-0.041,-0.034,-0.551,41.53,7.09894
6.871,28.201,-88.957,-305.978,5.659,-22.525,-91.313,-0.041,-0.034,-0.551,41.56,7.09901
6.880,28.248,-89.145,-306.739,5.652,-22.530,-91.404,-0.041,-0.033,-0.550,41.60,7.09908
6.888,28.295,-89.332,-307.502,5.645,-22.536,-91.496,-0.042,-0.033,-0.550,41.63,7.09915
6.896,28.342,-89.520,-308.265,5.638,-22.541,-91.588,-0.042,-0.033,-0.549,41.67,7.09921
6.905,28.389,-89.708,-309.029,5.631,-22.547,-91.679,-0.042,-0.032,-0.548,41.70,7.09928
6.913,28.436,-89.896,-309.794,5.624,-22.552,-91.771,-0.042,-0.032,-0.548,41.74,7.09935
6.921,28.483,-90.084,-310.559,5.617,-22.558,-91.862,-0.042,-0.032,-0.547,41.77,7.09942
6.930,28.529,-90.272,-311.326,5.610,-22.563,-91.953,-0.043,-0.031,-0.547,41.81,7.09948
6.938,28.576,-90.460,-312.093,5.603,-22.568,-92.044,-0.043,-0.031,-0.546,41.84,7.09955
6.946,28.623,-90.648,-312.860,5.596,-22.573,-92.135,-0.043,-0.030,-0.545,41.88,7.09962
6.955,28.669,-90.836,-313.629,5.589,-22.578,-92.226,-0.043,-0.030,-0.545,41.91,7.09969
6.963,28.716,-91.025,-314.398,5.581,-22.583,-92.317,-0.044,-0.030,-0.544,41.95,7.09975
6.971,28.762,-91.213,-315.168,5.574,-22.588,-92.407,-0.044,-0.029,-0.543,41.98,7.09982
6.980,28.809,-91.401,-315.939,5.567,-22.593,-92.498,-0.044,-0.029,-0.543,42.02,7.09989
6.988,28.855,-91.590,-316.711,5.560,-22.598,-92.588,-0.044,-0.029,-0.542,42.06,7.09996
6.996,28.901,-91.778,-317.483,5.552,-22.603,-92.679,-0.044,-0.028,-0.542,42.09,7.10003
7.005,28.947,-91.966,-318.256,5.545,-22.607,-92.769,-0.045,-0.028,-0.541,42.13,7.10009
7.013,28.993,-92.155,-319.030,5.537,-22.612,-92.859,-0.045,-0.028,-0.540,42.16,7.10016
7.021,29.040,-92.343,-319.805,5.530,-22.617,-92.949,-0.045,-0.027,-0.540,42.20,7.10023
7.030,29.086,-92.532,-320.580,5.522,-22.621,-93.039,-0.045,-0.027,-0.539,42.23,7.10030
7.038,29.132,-92.720,-321.356,5.515,-22.626,-93.129,-0.046,-0.027,-0.538,42.27,7.10037
7.046,29.177,-92.909,-322.133,5.507,-22.630,-93.219,-0.046,-0.026,-0.538,42.30,7.10043
7.055,29.223,-93.097,-322.910,5.500,-22.635,-93.308,-0.046,-0.026,-0.537,42.34,7.10050
7.063,29.269,-93.286,-323.689,5.492,-22.639,-93.398,-0.046,-0.026,-0.537,42.37,7.10057
7.071,29.315,-93.475,-324.468,5.484,-22.643,-93.487,-0.046,-0.025,-0.536,42.41,7.10064
7.080,29.360,-93.664,-325.248,5.477,-22.647,-93.577,-0.047,-0.025,-0.535,42.45,7.10071
7.088,29.406,-93.852,-326.028,5.469,-22.651,-93.666,-0.047,-0.025,-0.535,42.48,7.10078
7.096,29.451,-94.041,-326.810,5.461,-22.656,-93.755,-0.047,-0.024,-0.534,42.52,7.10085
7.105,29.497,-94.230,-327.592,5.453,-22.660,-93.844,-0.047,-0.024,-0.533,42.55,7.10091
7.113,29.542,-94.419,-328.374,5.445,-22.664,-93.933,-0.047,-0.023,-0.525,42.59,7.10098
7.121,29.588,-94.608,-329.158,5.437,-22.667,-94.020,-0.047,-0.023,-0.524,42.62,7.10105
7.130,29.633,-94.797,-329.942,5.430,-22.671,-94.108,-0.047,-0.023,-0.524,42.66,7.10112
7.138,29.678,-94.986,-330.727,5.422,-22.675,-94.195,-0.047,-0.022,-0.523,42.70,7.10119
7.146,29.723,-95.175,-331.513,5.414,-22.679,-94.282,-0.048,-0.022,-0.523,42.73,7.10126
7.155,29.768,-95.364,-332.299,5.406,-22.682,-94.369,-0.048,-0.022,-0.522,42.77,7.10133
7.163,29.813,-95.553,-333.086,5.398,-22.686,-94.456,-0.047,-0.021,-0.514,42.80,7.10140
7.171,29.858,-95.742,-333.874,5.390,-22.689,-94.542,-0.048,-0.021,-0.521,42.84,7.10147
7.180,29.903,-95.931,-334.663,5.382,-22.693,-94.629,-0.047,-0.020,-0.505,42.88,7.10154
7.188,29.948,-96.120,-335.452,5.374,-22.696,-94.713,-0.048,-0.020,-0.512,42.91,7.10161
7.196,29.992,-96.309,-336.242,5.366,-22.699,-94.798,-0.047,-0.019,-0.503,42.95,7.10167
7.205,30.037,-96.498,-337.033,5.358,-22.703,-94.882,-0.048,-0.019,-0.503,42.98,7.10174
7.213,30.082,-96.688,-337.824,5.350,-22.706,-94.966,-0.048,-0.019,-0.502,43.02,7.10181
7.221,30.126,-96.877,-338.618,5.342,-22.709,-95.050,-0.048,-0.018,-0.501,43.06,7.10188
7.230,30.171,-97.066,-339.410,5.334,-22.712,-95.133,-0.048,-0.018,-0.501,43.09,7.10195
7.238,30.215,-97.256,-340.204,5.326,-22.715,-95.217,-0.048,-0.018,-0.500,43.13,7.10202
7.246,30.259,-97.445,-340.998,5.318,-22.718,-95.300,-0.049,-0.017,-0.500,43.16,7.10209
7.255,30.304,-97.634,-341.793,5.310,-22.721,-95.383,-0.049,-0.017,-0.499,43.20,7.10216
7.263,30.348,-97.824,-342.589,5.302,-22.724,-95.467,-0.049,-0.017,-0.498,43.24,7.10223
7.271,30.392,-98.013,-343.385,5.294,-22.726,-95.550,-0.049,-0.016,-0.498,43.27,7.10230
7.280,30.436,-98.203,-344.182,5.286,-22.729,-95.633,-0.049,-0.016,-0.497,43.31,7.10237
7.288,30.480,-98.392,-344.979,5.278,-22.732,-95.715,-0.050,-0.016,-0.497,43.35,7.10244
7.296,30.524,-98.581,-345.778,5.269,-22.735,-95.798,-0.050,-0.015,-0.496,43.38,7.10251
7.305,30.568,-98.771,-346.577,5.261,-22.737,-95.881,-0.050,-0.015,-0.495,43.42,7.10258
7.313,30.612,-98.960,-347.377,5.253,-22.740,-95.963,-0.050,-0.015,-0.495,43.46,7.10265
7.321,30.655,-99.150,-348.177,5.244,-22.742,-96.046,-0.050,-0.015,-0.494,43.49,7.10272
7.330,30.699,-99.339,-348.978,5.236,-22.745,-96.128,-0.051,-0.014,-0.493,43.53,7.10279
7.338,30.742,-99.529,-349.780,5.228,-22.747,-96.210,-0.051,-0.014,-0.493,43.56,7.10286
7.346,30.786,-99.719,-350.582,5.219,-22.749,-96.292,-0.051,-0.014,-0.492,43.60,7.10293
7.355,30.829,-99.908,-351.385,5.211,-22.751,-96.375,-0.051,-0.013,-0.492,43.64,7.10300
7.363,30.873,-100.098,-352.189,5.202,-22.754,-96.456,-0.051,-0.013,-0.491,43.67,7.10307
7.371,30.916,-100.287,-352.994,5.194,-22.756,-96.538,-0.051,-0.013,-0.490,43.71,7.10314
7.380,30.959,-100.477,-353.799,5.185,-22.758,-96.620,-0.052,-0.012,-0.490,43.75,7.10321
7.388,31.002,-100.667,-354.605,5.176,-22.760,-96.702,-0.052,-0.012,-0.489,43.78,7.10328
7.396,31.045,-100.857,-355.411,5.168,-22.762,-96.783,-0.052,-0.012,-0.488,43.82,7.10335
7.405,31.088,-101.046,-356.218,5.159,-22.764,-96.864,-0.052,-0.011,-0.488,43.86,7.10343
7.413,31.131,-101.236,-357.026,5.150,-22.766,-96.946,-0.052,-0.011,-0.487,43.89,7.10350
7.421,31.174,-101.426,-357.835,5.142,-22.768,-97.027,-0.053,-0.011,-0.486,43.93,7.10357
7.430,31.217,-101.615,-358.644,5.133,-22.770,-97.108,-0.053,-0.011,-0.486,43.97,7.10364
7.438,31.260,-101.805,-359.454,5.124,-22.771,-97.189,-0.053,-0.010,-0.485,44.00,7.10371
7.446,31.302,-101.995,-360.265,5.115,-22.773,-97.270,-0.053,-0.010,-0.485,44.04,7.10378
7.455,31.345,-102.185,-361.076,5.106,-22.775,-97.351,-0.053,-0.010,-0.484,44.08,7.10385
7.463,31.387,-102.375,-361.888,5.097,-22.776,-97.431,-0.054,-0.009,-0.483,44.11,7.10392
7.471,31.430,-102.564,-362.701,5.088,-22.778,-97.512,-0.055,-0.009,-0.490,44.15,7.10399
7.480,31.472,-102.754,-363.514,5.079,-22.779,-97.594,-0.053,-0.009,-0.475,44.19,7.10406
7.488,31.514,-102.944,-364.328,5.070,-22.781,-97.673,-0.054,-0.008,-0.482,44.22,7.10413
7.496,31.556,-103.134,-365.142,5.061,-22.782,-97.753,-0.053,-0.008,-0.473,44.26,7.10420
7.505,31.599,-103.324,-365.958,5.053,-22.784,-97.832,-0.055,-0.008,-0.480,44.30,7.10428
7.513,31.641,-103.514,-366.774,5.043,-22.785,-97.912,-0.055,-0.008,-0.480,44.33,7.10435
7.521,31.683,-103.704,-367.590,5.034,-22.786,-97.992,-0.055,-0.007,-0.479,44.37,7.10442
7.530,31.724,-103.893,-368.408,5.025,-22.787,-98.072,-0.055,-0.007,-0.478,44.41,7.10449
7.538,31.766,-104.083,-369.225,5.016,-22.788,-98.151,-0.055,-0.007,-0.478,44.44,7.10456
7.546,31.808,-104.273,-370.044,5.007,-22.790,-98.231,-0.055,-0.006,-0.477,44.48,7.10463
7.555,31.850,-104.463,-370.863,4.998,-22.791,-98.311,-0.056,-0.006,-0.476,44.52,7.10470
7.563,31.891,-104.653,-371.684,4.988,-22.792,-98.390,-0.056,-0.006,-0.476,44.56,7.10478
7.571,31.933,-104.843,-372.505,4.979,-22.793,-98.469,-0.056,-0.005,-0.475,44.59,7.10485
7.580,31.974,-105.033,-373.326,4.970,-22.794,-98.549,-0.056,-0.005,-0.475,44.63,7.10492
7.588,32.015,-105.223,-374.148,4.960,-22.794,-98.628,-0.056,-0.005,-0.474,44.67,7.10499
7.596,32.057,-105.413,-374.970,4.951,-22.795,-98.707,-0.057,-0.005,-0.473,44.70,7.10506
7.605,32.098,-105.603,-375.794,4.941,-22.796,-98.786,-0.057,-0.004,-0.473,44.74,7.10513
7.613,32.139,-105.793,-376.617,4.932,-22.797,-98.864,-0.057,-0.004,-0.472,44.78,7.10521
7.621,32.180,-105.983,-377.442,4.923,-22.797,-98.943,-0.057,-0.004,-0.471,44.82,7.10528
7.630,32.221,-106.173,-378.267,4.913,-22.798,-99.021,-0.057,-0.003,-0.471,44.85,7.10535
7.638,32.262,-106.363,-379.093,4.904,-22.799,-99.100,-0.057,-0.003,-0.470,44.89,7.10542
7.646,32.303,-106.553,-379.920,4.894,-22.799,-99.178,-0.058,-0.003,-0.469,44.93,7.10549
7.655,32.343,-106.743,-380.747,4.884,-22.800,-99.257,-0.058,-0.003,-0.469,44.96,7.10557
7.663,32.384,-106.933,-381.575,4.875,-22.800,-99.335,-0.058,-0.002,-0.468,45.00,7.10564
7.671,32.424,-107.123,-382.403,4.865,-22.800,-99.413,-0.057,-0.002,-0.460,45.04,7.10571
7.680,32.465,-107.313,-383.232,4.856,-22.801,-99.489,-0.057,-0.002,-0.453,45.08,7.10578
7.688,32.505,-107.503,-384.062,4.846,-22.801,-99.565,-0.058,-0.001,-0.459,45.11,7.10585
7.696,32.546,-107.693,-384.892,4.837,-22.801,-99.641,-0.058,-0.001,-0.459,45.15,7.10593
7.705,32.586,-107.883,-385.723,4.827,-22.801,-99.718,-0.058,-0.001,-0.458,45.19,7.10600
7.713,32.626,-108.073,-386.555,4.817,-22.802,-99.794,-0.058,-0.001,-0.457,45.22,7.10607
7.721,32.666,-108.263,-387.387,4.808,-22.802,-99.870,-0.058,-0.000,-0.457,45.26,7.10614
7.730,32.706,-108.453,-388.220,4.798,-22.802,-99.946,-0.058,-0.000,-0.456,45.30,7.10622
7.738,32.746,-108.643,-389.054,4.788,-22.802,-100.022,-0.060,0.000,-0.463,45.34,7.10629
7.746,32.786,-108.833,-389.888,4.778,-22.802,-100.099,-0.060,0.000,-0.462,45.37,7.10636
7.755,32.826,-109.023,-390.723,4.768,-22.802,-100.176,-0.060,0.001,-0.461,45.41,7.10643
7.763,32.865,-109.213,-391.558,4.758,-22.802,-100.253,-0.059,0.001,-0.453,45.45,7.10651
7.771,32.905,-109.403,-392.394,4.748,-22.801,-100.329,-0.060,0.001,-0.460,45.49,7.10658
7.780,32.944,-109.593,-393.231,4.738,-22.801,-100.406,-0.060,0.002,-0.459,45.52,7.10665
7.788,32.984,-109.783,-394.068,4.728,-22.801,-100.482,-0.061,0.002,-0.459,45.56,7.10672
7.796,33.023,-109.973,-394.906,4.718,-22.801,-100.558,-0.061,0.002,-0.458,45.60,7.10680
7.805,33.062,-110.163,-395.745,4.708,-22.800,-100.635,-0.061,0.002,-0.457,45.64,7.10687
7.813,33.101,-110.353,-396.584,4.698,-22.800,-100.711,-0.061,0.003,-0.457,45.67,7.10694
7.821,33.140,-110.543,-397.424,4.688,-22.799,-100.787,-0.061,0.003,-0.456,45.71,7.10702
7.830,33.179,-110.733,-398.265,4.678,-22.799,-100.863,-0.061,0.003,-0.455,45.75,7.10709
7.838,33.218,-110.923,-399.106,4.667,-22.798,-100.939,-0.062,0.003,-0.455,45.79,7.10716
7.846,33.257,-111.113,-399.948,4.657,-22.798,-101.015,-0.062,0.004,-0.454,45.82,7.10724
7.855,33.296,-111.303,-400.790,4.647,-22.797,-101.090,-0.062,0.004,-0.453,45.86,7.10731
7.863,33.334,-111.493,-401.633,4.636,-22.797,-101.166,-0.062,0.004,-0.453,45.90,7.10738
7.871,33.373,-111.683,-402.477,4.626,-22.796,-101.241,-0.063,0.005,-0.459,45.94,7.10745
7.880,33.411,-111.873,-403.321,4.616,-22.795,-101.318,-0.062,0.005,-0.452,45.97,7.10753
7.888,33.450,-112.063,-404.166,4.605,-22.794,-101.393,-0.063,0.005,-0.451,46.01,7.10760
7.896,33.488,-112.253,-405.012,4.595,-22.793,-101.468,-0.064,0.005,-0.457,46.05,7.10768
7.905,33.526,-112.443,-405.858,4.584,-22.793,-101.545,-0.063,0.006,-0.450,46.09,7.10775
7.913,33.564,-112.633,-406.705,4.574,-22.792,-101.620,-0.063,0.006,-0.449,46.12,7.10782
7.921,33.602,-112.823,-407.552,4.563,-22.791,-101.694,-0.063,0.006,-0.448,46.16,7.10790
7.930,33.640,-113.013,-408.400,4.553,-22.790,-101.769,-0.063,0.006,-0.448,46.20,7.10797
7.938,33.678,-113.203,-409.249,4.542,-22.789,-101.844,-0.064,0.007,-0.447,46.24,7.10804
7.946,33.716,-113.393,-410.098,4.531,-22.788,-101.918,-0.064,0.007,-0.446,46.27,7.10812
7.955,33.754,-113.582,-410.948,4.521,-22.786,-101.993,-0.064,0.007,-0.446,46.31,7.10819
7.963,33.791,-113.772,-411.799,4.510,-22.785,-102.067,-0.064,0.007,-0.445,46.35,7.10826
7.971,33.829,-113.962,-412.650,4.499,-22.784,-102.141,-0.064,0.008,-0.444,46.39,7.10834
7.980,33.866,-114.152,-413.502,4.489,-22.783,-102.215,-0.064,0.008,-0.444,46.43,7.10841
7.988,33.904,-114.342,-414.354,4.478,-22.781,-102.289,-0.064,0.008,-0.443,46.46,7.10848
7.996,33.941,-114.532,-415.207,4.467,-22.780,-102.363,-0.065,0.008,-0.442,46.50,7.10856
8.005,33.978,-114.722,-416.061,4.457,-22.779,-102.437,-0.065,0.009,-0.442,46.54,7.10863
8.013,34.015,-114.911,-416.915,4.446,-22.777,-102.510,-0.065,0.009,-0.441,46.58,7.10871
8.021,34.052,-115.101,-417.770,4.435,-22.776,-102.584,-0.064,0.009,-0.434,46.61,7.10878
8.030,34.089,-115.291,-418.626,4.424,-22.774,-102.656,-0.064,0.009,-0.433,46.65,7.10885
8.038,34.126,-115.481,-419.482,4.414,-22.773,-102.728,-0.064,0.009,-0.432,46.69,7.10893
8.046,34.162,-115.670,-420.338,4.403,-22.771,-102.800,-0.065,0.010,-0.432,46.73,7.10900
8.055,34.199,-115.860,-421.196,4.392,-22.769,-102.872,-0.065,0.010,-0.431,46.76,7.10908
8.063,34.235,-116.050,-422.053,4.381,-22.768,-102.944,-0.065,0.010,-0.430,46.80,7.10915
8.071,34.272,-116.240,-422.912,4.370,-22.766,-103.016,-0.065,0.010,-0.430,46.84,7.10923
8.080,34.308,-116.429,-423.771,4.360,-22.764,-103.087,-0.065,0.011,-0.429,46.88,7.10930
8.088,34.344,-116.619,-424.631,4.349,-22.763,-103.159,-0.065,0.011,-0.428,46.92,7.10937
8.096,34.380,-116.809,-425.491,4.338,-22.761,-103.230,-0.065,0.011,-0.428,46.95,7.10945
8.105,34.417,-116.998,-426.352,4.327,-22.759,-103.301,-0.066,0.011,-0.427,46.99,7.10952
8.113,34.452,-117.188,-427.213,4.316,-22.757,-103.373,-0.066,0.012,-0.426,47.03,7.10960
8.121,34.488,-117.378,-428.075,4.305,-22.755,-103.444,-0.066,0.012,-0.426,47.07,7.10967
8.130,34.524,-117.567,-428.938,4.294,-22.753,-103.515,-0.066,0.012,-0.425,47.10,7.10975
8.138,34.560,-117.757,-429.801,4.283,-22.751,-103.586,-0.066,0.012,-0.424,47.14,7.10982
8.146,34.595,-117.946,-430.665,4.272,-22.749,-103.656,-0.066,0.013,-0.424,47.18,7.10990
8.155,34.631,-118.136,-431.529,4.261,-22.747,-103.727,-0.066,0.013,-0.423,47.22,7.10997
8.163,34.666,-118.326,-432.394,4.250,-22.745,-103.797,-0.068,0.013,-0.429,47.26,7.11004
8.171,34.702,-118.515,-433.260,4.239,-22.742,-103.869,-0.067,0.013,-0.422,47.29,7.11012
8.180,34.737,-118.705,-434.126,4.228,-22.740,-103.939,-0.068,0.014,-0.428,47.33,7.11019
8.188,34.772,-118.894,-434.993,4.216,-22.738,-104.011,-0.068,0.014,-0.427,47.37,7.11027
8.196,34.807,-119.084,-435.860,4.205,-22.736,-104.082,-0.068,0.014,-0.426,47.41,7.11034
8.205,34.842,-119.273,-436.728,4.193,-22.733,-104.153,-0.068,0.014,-0.426,47.44,7.11042
8.213,34.877,-119.462,-437.597,4.182,-22.731,-104.224,-0.069,0.015,-0.425,47.48,7.11049
8.221,34.912,-119.652,-438.466,4.171,-22.728,-104.295,-0.069,0.015,-0.424,47.52,7.11057
8.230,34.946,-119.841,-439.336,4.159,-22.726,-104.365,-0.069,0.015,-0.424,47.56,7.11064
8.238,34.981,-120.031,-440.206,4.148,-22.723,-104.436,-0.069,0.015,-0.423,47.60,7.11072
8.246,35.015,-120.220,-441.077,4.136,-22.721,-104.507,-0.070,0.016,-0.429,47.63,7.11079
8.255,35.050,-120.409,-441.948,4.125,-22.718,-104.578,-0.069,0.016,-0.422,47.67,7.11087
8.263,35.084,-120.599,-442.821,4.113,-22.716,-104.648,-0.069,0.016,-0.421,47.71,7.11094
8.271,35.118,-120.788,-443.693,4.101,-22.713,-104.719,-0.070,0.016,-0.421,47.75,7.11102
8.280,35.152,-120.977,-444.566,4.090,-22.710,-104.789,-0.070,0.016,-0.420,47.78,7.11110
8.288,35.186,-121.166,-445.440,4.078,-22.707,-104.859,-0.070,0.017,-0.419,47.82,7.11117
8.296,35.220,-121.356,-446.315,4.067,-22.705,-104.929,-0.070,0.017,-0.419,47.86,7.11125
8.305,35.254,-121.545,-447.190,4.055,-22.702,-104.998,-0.070,0.017,-0.418,47.90,7.11132
8.313,35.288,-121.734,-448.065,4.043,-22.699,-105.068,-0.070,0.017,-0.417,47.94,7.11140
8.321,35.321,-121.923,-448.941,4.032,-22.696,-105.138,-0.070,0.018,-0.417,47.97,7.11147
8.330,35.355,-122.112,-449.818,4.020,-22.693,-105.207,-0.070,0.018,-0.416,48.01,7.11155
8.338,35.388,-122.301,-450.696,4.008,-22.690,-105.276,-0.071,0.018,-0.415,48.05,7.11162
8.346,35.421,-122.490,-451.573,3.996,-22.687,-105.346,-0.071,0.018,-0.415,48.09,7.11170
8.355,35.455,-122.679,-452.452,3.985,-22.684,-105.415,-0.071,0.018,-0.414,48.13,7.11177
8.363,35.488,-122.868,-453.331,3.973,-22.681,-105.484,-0.072,0.019,-0.420,48.16,7.11185
8.371,35.521,-123.057,-454.211,3.961,-22.678,-105.554,-0.071,0.019,-0.413,48.20,7.11193
8.380,35.554,-123.246,-455.091,3.949,-22.675,-105.622,-0.072,0.019,-0.418,48.24,7.11200
8.388,35.586,-123.435,-455.972,3.937,-22.671,-105.692,-0.072,0.020,-0.418,48.28,7.11208
8.396,35.619,-123.624,-456.853,3.925,-22.668,-105.762,-0.071,0.020,-0.411,48.31,7.11215
8.405,35.652,-123.813,-457.735,3.913,-22.665,-105.830,-0.073,0.020,-0.416,48.35,7.11223
8.413,35.684,-124.002,-458.617,3.901,-22.662,-105.899,-0.073,0.020,-0.415,48.39,7.11231
8.421,35.717,-124.191,-459.500,3.889,-22.658,-105.969,-0.073,0.020,-0.415,48.43,7.11238
8.430,35.749,-124.379,-460.384,3.876,-22.655,-106.038,-0.073,0.021,-0.414,48.47,7.11246
8.438,35.781,-124.568,-461.268,3.864,-22.651,-106.107,-0.073,0.021,-0.413,48.50,7.11253
8.446,35.813,-124.757,-462.153,3.852,-22.648,-106.176,-0.073,0.021,-0.413,48.54,7.11261
8.455,35.845,-124.946,-463.039,3.840,-22.644,-106.244,-0.073,0.021,-0.412,48.58,7.11269
8.463,35.877,-125.134,-463.924,3.828,-22.641,-106.313,-0.074,0.022,-0.411,48.62,7.11276
8.471,35.909,-125.323,-464.811,3.815,-22.637,-106.382,-0.074,0.022,-0.411,48.66,7.11284
8.480,35.941,-125.512,-465.698,3.803,-22.634,-106.450,-0.075,0.022,-0.416,48.69,7.11291
8.488,35.972,-125.700,-466.586,3.791,-22.630,-106.520,-0.074,0.022,-0.409,48.73,7.11299
8.496,36.004,-125.889,-467.474,3.778,-22.626,-106.588,-0.075,0.023,-0.415,48.77,7.11307
8.505,36.035,-126.077,-468.363,3.766,-22.622,-106.657,-0.074,0.023,-0.408,48.81,7.11314
8.513,36.066,-126.266,-469.252,3.753,-22.619,-106.725,-0.077,0.023,-0.420,48.84,7.11322
8.521,36.098,-126.454,-470.142,3.741,-22.615,-106.795,-0.076,0.023,-0.413,48.88,7.11330
8.530,36.129,-126.643,-471.033,3.728,-22.611,-106.864,-0.077,0.024,-0.418,48.92,7.11337
8.538,36.160,-126.831,-471.924,3.715,-22.607,-106.933,-0.077,0.024,-0.418,48.96,7.11345
8.546,36.191,-127.020,-472.817,3.702,-22.603,-107.003,-0.077,0.024,-0.417,49.00,7.11353
8.555,36.221,-127.208,-473.709,3.689,-22.599,-107.073,-0.077,0.025,-0.416,49.03,7.11360
8.563,36.252,-127.396,-474.602,3.677,-22.595,-107.142,-0.077,0.025,-0.416,49.07,7.11368
8.571,36.282,-127.584,-475.495,3.664,-22.591,-107.211,-0.077,0.025,-0.415,49.11,7.11376
8.580,36.313,-127.773,-476.389,3.651,-22.586,-107.280,-0.078,0.025,-0.414,49.15,7.11383
8.588,36.343,-127.961,-477.284,3.638,-22.582,-107.349,-0.078,0.025,-0.413,49.19,7.11391
8.596,36.373,-128.149,-478.179,3.625,-22.578,-107.418,-0.078,0.026,-0.413,49.22,7.11399
8.605,36.403,-128.337,-479.075,3.612,-22.574,-107.487,-0.078,0.026,-0.412,49.26,7.11406
8.613,36.433,-128.525,-479.971,3.599,-22.569,-107.556,-0.077,0.026,-0.405,49.30,7.11414
8.621,36.463,-128.713,-480.868,3.586,-22.565,-107.623,-0.077,0.026,-0.405,49.34,7.11422
8.630,36.493,-128.901,-481.765,3.573,-22.561,-107.691,-0.077,0.026,-0.404,49.37,7.11429
8.638,36.523,-129.089,-482.663,3.560,-22.557,-107.758,-0.077,0.026,-0.403,49.41,7.11437
8.646,36.552,-129.277,-483.562,3.547,-22.552,-107.825,-0.077,0.026,-0.403,49.45,7.11445
8.655,36.582,-129.465,-484.461,3.535,-22.548,-107.893,-0.078,0.027,-0.402,49.49,7.11452
8.663,36.611,-129.653,-485.361,3.522,-22.543,-107.960,-0.078,0.027,-0.401,49.53,7.11460
8.671,36.640,-129.841,-486.261,3.509,-22.539,-108.026,-0.078,0.027,-0.401,49.56,7.11468
8.680,36.670,-130.029,-487.162,3.496,-22.534,-108.093,-0.079,0.028,-0.406,49.60,7.11476
8.688,36.699,-130.216,-488.063,3.483,-22.530,-108.161,-0.079,0.028,-0.405,49.64,7.11483
8.696,36.727,-130.404,-488.965,3.469,-22.525,-108.228,-0.079,0.028,-0.405,49.68,7.11491
8.705,36.756,-130.592,-489.868,3.456,-22.521,-108.296,-0.078,0.028,-0.398,49.71,7.11499
8.713,36.785,-130.779,-490.771,3.443,-22.516,-108.362,-0.078,0.028,-0.397,49.75,7.11506
8.721,36.814,-130.967,-491.674,3.430,-22.511,-108.428,-0.080,0.028,-0.402,49.79,7.11514
8.730,36.842,-131.155,-492.579,3.417,-22.507,-108.495,-0.080,0.029,-0.402,49.83,7.11522
8.738,36.870,-131.342,-493.483,3.403,-22.502,-108.562,-0.080,0.029,-0.401,49.87,7.11530
8.746,36.899,-131.530,-494.388,3.390,-22.497,-108.629,-0.080,0.029,-0.400,49.90,7.11537
8.755,36.927,-131.717,-495.295,3.377,-22.492,-108.696,-0.080,0.029,-0.400,49.94,7.11545
8.763,36.955,-131.905,-496.202,3.364,-22.487,-108.763,-0.080,0.029,-0.399,49.98,7.11553
8.771,36.983,-132.092,-497.109,3.350,-22.482,-108.829,-0.080,0.030,-0.398,50.02,7.11561
8.780,37.011,-132.279,-498.016,3.337,-22.477,-108.895,-0.079,0.029,-0.392,50.05,7.11568
8.788,37.038,-132.467,-498.924,3.324,-22.473,-108.961,-0.079,0.030,-0.391,50.09,7.11576
8.796,37.066,-132.654,-499.833,3.310,-22.468,-109.026,-0.079,0.030,-0.390,50.13,7.11584
8.805,37.093,-132.841,-500.742,3.297,-22.463,-109.091,-0.080,0.030,-0.390,50.17,7.11592
8.813,37.121,-133.028,-501.652,3.284,-22.458,-109.156,-0.080,0.030,-0.389,50.21,7.11599
8.821,37.148,-133.216,-502.563,3.271,-22.453,-109.221,-0.080,0.030,-0.388,50.24,7.11607
8.830,37.175,-133.403,-503.474,3.257,-22.448,-109.286,-0.080,0.030,-0.388,50.28,7.11615
8.838,37.202,-133.590,-504.385,3.244,-22.443,-109.350,-0.080,0.031,-0.387,50.32,7.11623
8.846,37.229,-133.777,-505.297,3.231,-22.437,-109.415,-0.079,0.030,-0.381,50.36,7.11631
8.855,37.256,-133.964,-506.209,3.217,-22.432,-109.478,-0.079,0.030,-0.380,50.39,7.11638
8.863,37.283,-134.151,-507.122,3.204,-22.427,-109.542,-0.079,0.031,-0.379,50.43,7.11646
8.871,37.309,-134.337,-508.035,3.191,-22.422,-109.605,-0.079,0.031,-0.379,50.47,7.11654
8.880,37.336,-134.524,-508.949,3.178,-22.417,-109.668,-0.079,0.031,-0.378,50.51,7.11662
8.888,37.362,-134.711,-509.864,3.165,-22.412,-109.731,-0.079,0.031,-0.377,50.55,7.11670
8.896,37.388,-134.898,-510.779,3.152,-22.407,-109.794,-0.079,0.031,-0.377,50.58,7.11677
8.905,37.414,-135.084,-511.694,3.138,-22.402,-109.856,-0.078,0.031,-0.370,50.62,7.11685
8.913,37.441,-135.271,-512.610,3.125,-22.396,-109.918,-0.080,0.032,-0.375,50.66,7.11693
