Time,PosX,PosY,PosZ,VelX,VelY,VelZ,ForceX,ForceY,ForceZ,IncidenceAngle,DistanceAU
5.896,45.832,-126.942,-369.194,15.736,-43.933,-127.105,0.134,-0.387,-1.095,26.20,7.10617
5.905,45.964,-127.309,-370.255,15.758,-43.997,-127.287,0.134,-0.387,-1.095,26.20,7.10627
5.913,46.095,-127.676,-371.317,15.780,-44.062,-127.470,0.134,-0.387,-1.095,26.19,7.10637
5.921,46.227,-128.043,-372.381,15.803,-44.126,-127.652,0.134,-0.387,-1.095,26.19,7.10648
5.930,46.359,-128.412,-373.446,15.825,-44.191,-127.835,0.134,-0.387,-1.095,26.19,7.10658
5.938,46.491,-128.780,-374.513,15.847,-44.255,-128.017,0.134,-0.387,-1.095,26.19,7.10668
5.946,46.623,-129.150,-375.581,15.870,-44.320,-128.200,0.134,-0.387,-1.095,26.19,7.10678
5.955,46.756,-129.520,-376.651,15.892,-44.384,-128.383,0.134,-0.387,-1.095,26.18,7.10688
5.963,46.888,-129.890,-377.723,15.914,-44.448,-128.565,0.134,-0.387,-1.095,26.18,7.10698
5.971,47.021,-130.261,-378.795,15.937,-44.513,-128.748,0.134,-0.387,-1.095,26.18,7.10709
5.980,47.154,-130.633,-379.870,15.959,-44.577,-128.930,0.134,-0.387,-1.095,26.18,7.10719
5.988,47.287,-131.005,-380.946,15.981,-44.642,-129.113,0.134,-0.387,-1.095,26.18,7.10729
5.996,47.421,-131.377,-382.023,16.004,-44.706,-129.295,0.134,-0.387,-1.095,26.17,7.10739
6.005,47.554,-131.750,-383.102,16.026,-44.771,-129.478,0.134,-0.387,-1.095,26.17,7.10750
6.013,47.688,-132.124,-384.183,16.048,-44.835,-129.660,0.134,-0.387,-1.095,26.17,7.10760
6.021,47.822,-132.498,-385.265,16.071,-44.900,-129.843,0.134,-0.387,-1.095,26.17,7.10770
6.030,47.956,-132.873,-386.348,16.093,-44.964,-130.025,0.134,-0.387,-1.095,26.17,7.10781
6.038,48.090,-133.248,-387.434,16.115,-45.029,-130.208,0.134,-0.387,-1.095,26.16,7.10791
6.046,48.225,-133.624,-388.520,16.138,-45.093,-130.391,0.134,-0.387,-1.095,26.16,7.10801
6.055,48.359,-134.000,-389.608,16.160,-45.158,-130.573,0.134,-0.387,-1.095,26.16,7.10812
6.063,48.494,-134.377,-390.698,16.182,-45.222,-130.756,0.134,-0.387,-1.095,26.16,7.10822
6.071,48.629,-134.754,-391.789,16.205,-45.287,-130.938,0.134,-0.387,-1.095,26.16,7.10833
6.080,48.764,-135.132,-392.882,16.227,-45.351,-131.121,0.134,-0.387,-1.095,26.15,7.10843
6.088,48.900,-135.511,-393.976,16.249,-45.416,-131.303,0.134,-0.387,-1.095,26.15,7.10853
6.096,49.035,-135.890,-395.072,16.272,-45.480,-131.486,0.134,-0.387,-1.095,26.15,7.10864
6.105,49.171,-136.269,-396.169,16.294,-45.545,-131.668,0.134,-0.387,-1.095,26.15,7.10874
6.113,49.307,-136.649,-397.268,16.316,-45.610,-131.851,0.134,-0.387,-1.095,26.14,7.10885
6.121,49.443,-137.030,-398.368,16.339,-45.674,-132.033,0.134,-0.387,-1.095,26.14,7.10895
6.130,49.580,-137.411,-399.470,16.361,-45.739,-132.216,0.134,-0.387,-1.095,26.14,7.10906
6.138,49.716,-137.793,-400.573,16.383,-45.803,-132.398,0.134,-0.387,-1.095,26.14,7.10916
6.146,49.853,-138.175,-401.678,16.405,-45.868,-132.581,0.134,-0.388,-1.095,26.14,7.10927
6.155,49.990,-138.558,-402.784,16.428,-45.932,-132.763,0.134,-0.388,-1.095,26.13,7.10937
6.163,50.127,-138.941,-403.892,16.450,-45.997,-132.946,0.134,-0.388,-1.095,26.13,7.10948
6.171,50.264,-139.325,-405.002,16.472,-46.062,-133.128,0.134,-0.388,-1.095,26.13,7.10958
6.180,50.402,-139.709,-406.113,16.495,-46.126,-133.311,0.134,-0.388,-1.095,26.13,7.10969
6.188,50.539,-140.094,-407.225,16.517,-46.191,-133.493,0.134,-0.388,-1.095,26.13,7.10980
6.196,50.677,-140.480,-408.339,16.539,-46.256,-133.676,0.134,-0.388,-1.095,26.12,7.10990
6.205,50.815,-140.866,-409.455,16.562,-46.320,-133.859,0.134,-0.388,-1.095,26.12,7.11001
6.213,50.953,-141.252,-410.572,16.584,-46.385,-134.041,0.134,-0.388,-1.095,26.12,7.11012
6.221,51.092,-141.640,-411.690,16.606,-46.449,-134.224,0.134,-0.388,-1.095,26.12,7.11022
6.230,51.230,-142.027,-412.810,16.629,-46.514,-134.406,0.134,-0.388,-1.095,26.11,7.11033
6.238,51.369,-142.415,-413.932,16.651,-46.579,-134.589,0.134,-0.388,-1.095,26.11,7.11044
6.246,51.508,-142.804,-415.055,16.673,-46.643,-134.771,0.134,-0.388,-1.095,26.11,7.11054
6.255,51.647,-143.193,-416.180,16.695,-46.708,-134.954,0.134,-0.388,-1.095,26.11,7.11065
6.263,51.786,-143.583,-417.306,16.718,-46.773,-135.136,0.134,-0.388,-1.095,26.11,7.11076
6.271,51.926,-143.973,-418.434,16.740,-46.837,-135.319,0.134,-0.388,-1.095,26.10,7.11086
6.280,52.066,-144.364,-419.563,16.762,-46.902,-135.501,0.134,-0.388,-1.095,26.10,7.11097
6.288,52.206,-144.756,-420.693,16.785,-46.967,-135.684,0.134,-0.388,-1.095,26.10,7.11108
6.296,52.346,-145.148,-421.826,16.807,-47.031,-135.866,0.134,-0.388,-1.095,26.10,7.11119
6.305,52.486,-145.540,-422.959,16.829,-47.096,-136.049,0.134,-0.388,-1.095,26.10,7.11130
6.313,52.626,-145.933,-424.095,16.852,-47.161,-136.231,0.134,-0.388,-1.095,26.09,7.11140
6.321,52.767,-146.327,-425.232,16.874,-47.225,-136.414,0.134,-0.388,-1.095,26.09,7.11151
6.330,52.908,-146.721,-426.370,16.896,-47.290,-136.596,0.134,-0.388,-1.095,26.09,7.11162
6.338,53.049,-147.115,-427.510,16.918,-47.355,-136.779,0.134,-0.388,-1.095,26.09,7.11173
6.346,53.190,-147.510,-428.651,16.941,-47.420,-136.961,0.134,-0.388,-1.095,26.08,7.11184
6.355,53.331,-147.906,-429.794,16.963,-47.484,-137.144,0.134,-0.388,-1.095,26.08,7.11195
6.363,53.473,-148.302,-430.938,16.985,-47.549,-137.326,0.134,-0.388,-1.095,26.08,7.11206
6.371,53.615,-148.699,-432.084,17.008,-47.614,-137.509,0.134,-0.388,-1.095,26.08,7.11217
6.380,53.756,-149.097,-433.232,17.030,-47.679,-137.691,0.134,-0.389,-1.095,26.08,7.11228
6.388,53.899,-149.494,-434.381,17.052,-47.743,-137.874,0.134,-0.389,-1.095,26.07,7.11238
6.396,54.041,-149.893,-435.531,17.074,-47.808,-138.056,0.134,-0.389,-1.095,26.07,7.11249
6.405,54.183,-150.292,-436.683,17.097,-47.873,-138.239,0.134,-0.389,-1.095,26.07,7.11260
6.413,54.326,-150.691,-437.837,17.119,-47.938,-138.421,0.134,-0.389,-1.095,26.07,7.11271
6.421,54.469,-151.091,-438.992,17.141,-48.002,-138.604,0.134,-0.389,-1.095,26.06,7.11282
6.430,54.612,-151.492,-440.148,17.163,-48.067,-138.786,0.134,-0.389,-1.095,26.06,7.11293
6.438,54.755,-151.893,-441.306,17.186,-48.132,-138.969,0.134,-0.389,-1.095,26.06,7.11304
6.446,54.898,-152.295,-442.466,17.208,-48.197,-139.151,0.134,-0.389,-1.095,26.06,7.11316
6.455,55.042,-152.697,-443.627,17.230,-48.262,-139.334,0.134,-0.389,-1.095,26.06,7.11327
6.463,55.186,-153.099,-444.790,17.253,-48.326,-139.516,0.134,-0.389,-1.095,26.05,7.11338
6.471,55.330,-153.503,-445.954,17.275,-48.391,-139.699,0.134,-0.389,-1.095,26.05,7.11349
6.480,55.474,-153.907,-447.120,17.297,-48.456,-139.881,0.134,-0.389,-1.095,26.05,7.11360
6.488,55.618,-154.311,-448.287,17.319,-48.521,-140.064,0.134,-0.389,-1.095,26.05,7.11371
6.496,55.763,-154.716,-449.456,17.342,-48.586,-140.246,0.134,-0.389,-1.095,26.04,7.11382
6.505,55.907,-155.121,-450.626,17.364,-48.650,-140.429,0.134,-0.389,-1.095,26.04,7.11393
6.513,56.052,-155.527,-451.798,17.386,-48.715,-140.611,0.134,-0.389,-1.095,26.04,7.11405
6.521,56.197,-155.934,-452.971,17.408,-48.780,-140.794,0.134,-0.389,-1.095,26.04,7.11416
6.530,56.343,-156.341,-454.146,17.431,-48.845,-140.976,0.134,-0.389,-1.095,26.04,7.11427
6.538,56.488,-156.748,-455.322,17.453,-48.910,-141.159,0.134,-0.389,-1.095,26.03,7.11438
6.546,56.634,-157.156,-456.500,17.475,-48.975,-141.341,0.134,-0.389,-1.095,26.03,7.11449
6.555,56.780,-157.565,-457.679,17.497,-49.040,-141.524,0.134,-0.389,-1.095,26.03,7.11461
6.563,56.926,-157.974,-458.860,17.520,-49.105,-141.706,0.134,-0.389,-1.095,26.03,7.11472
6.571,57.072,-158.384,-460.043,17.542,-49.169,-141.889,0.134,-0.389,-1.095,26.02,7.11483
6.580,57.218,-158.794,-461.227,17.564,-49.234,-142.071,0.133,-0.389,-1.095,26.02,7.11494
6.588,57.365,-159.205,-462.412,17.586,-49.299,-142.254,0.133,-0.389,-1.095,26.02,7.11506
6.596,57.511,-159.617,-463.599,17.609,-49.364,-142.436,0.133,-0.389,-1.095,26.02,7.11517
6.605,57.658,-160.029,-464.788,17.631,-49.429,-142.619,0.133,-0.389,-1.095,26.02,7.11528
6.613,57.805,-160.441,-465.978,17.653,-49.494,-142.801,0.133,-0.390,-1.095,26.01,7.11540
6.621,57.953,-160.854,-467.169,17.675,-49.559,-142.984,0.133,-0.390,-1.095,26.01,7.11551
6.630,58.100,-161.268,-468.362,17.698,-49.624,-143.166,0.133,-0.390,-1.095,26.01,7.11562
6.638,58.248,-161.682,-469.557,17.720,-49.689,-143.349,0.133,-0.390,-1.095,26.01,7.11574
6.646,58.396,-162.096,-470.753,17.742,-49.754,-143.531,0.133,-0.390,-1.095,26.00,7.11585
6.655,58.544,-162.511,-471.951,17.764,-49.819,-143.714,0.133,-0.390,-1.095,26.00,7.11597
6.663,58.692,-162.927,-473.150,17.787,-49.884,-143.896,0.133,-0.390,-1.095,26.00,7.11608
6.671,58.841,-163.344,-474.352,17.809,-49.949,-144.079,0.133,-0.390,-1.095,26.00,7.11620
6.680,58.989,-163.761,-475.554,17.831,-50.014,-144.262,0.133,-0.390,-1.095,25.99,7.11631
6.688,59.138,-164.178,-476.758,17.853,-50.079,-144.444,0.133,-0.390,-1.095,25.99,7.11643
6.696,59.287,-164.596,-477.963,17.876,-50.143,-144.627,0.133,-0.390,-1.095,25.99,7.11654
6.705,59.436,-165.014,-479.170,17.898,-50.208,-144.809,0.133,-0.390,-1.095,25.99,7.11666
6.713,59.585,-165.433,-480.378,17.920,-50.273,-144.992,0.133,-0.390,-1.095,25.99,7.11677
6.721,59.735,-165.853,-481.588,17.942,-50.338,-145.174,0.133,-0.390,-1.095,25.98,7.11689
6.730,59.885,-166.273,-482.799,17.964,-50.403,-145.357,0.133,-0.390,-1.095,25.98,7.11700
6.738,60.035,-166.693,-484.012,17.987,-50.468,-145.539,0.133,-0.390,-1.095,25.98,7.11712
6.746,60.185,-167.114,-485.227,18.009,-50.533,-145.722,0.133,-0.390,-1.095,25.98,7.11723
6.755,60.335,-167.536,-486.443,18.031,-50.599,-145.904,0.133,-0.390,-1.095,25.97,7.11735
6.763,60.485,-167.958,-487.660,18.053,-50.664,-146.087,0.133,-0.390,-1.095,25.97,7.11747
6.771,60.636,-168.381,-488.879,18.076,-50.729,-146.269,0.133,-0.390,-1.095,25.97,7.11758
6.780,60.787,-168.804,-490.099,18.098,-50.794,-146.451,0.133,-0.390,-1.095,25.97,7.11770
6.788,60.938,-169.228,-491.321,18.120,-50.859,-146.634,0.133,-0.390,-1.095,25.96,7.11781
6.796,61.089,-169.653,-492.545,18.142,-50.924,-146.816,0.133,-0.390,-1.095,25.96,7.11793
6.805,61.240,-170.077,-493.770,18.164,-50.989,-146.999,0.133,-0.390,-1.095,25.96,7.11805
6.813,61.392,-170.503,-494.996,18.187,-51.054,-147.181,0.133,-0.390,-1.095,25.96,7.11817
6.821,61.544,-170.929,-496.224,18.209,-51.119,-147.364,0.133,-0.390,-1.095,25.96,7.11828
6.830,61.696,-171.355,-497.454,18.231,-51.184,-147.546,0.133,-0.391,-1.095,25.95,7.11840
6.838,61.848,-171.783,-498.685,18.253,-51.249,-147.729,0.133,-0.391,-1.095,25.95,7.11852
6.846,62.000,-172.210,-499.918,18.276,-51.314,-147.911,0.133,-0.391,-1.095,25.95,7.11863
6.855,62.152,-172.638,-501.152,18.298,-51.379,-148.094,0.133,-0.391,-1.095,25.95,7.11875
6.863,62.305,-173.067,-502.387,18.320,-51.444,-148.276,0.133,-0.391,-1.095,25.94,7.11887
6.871,62.458,-173.496,-503.625,18.342,-51.509,-148.459,0.133,-0.391,-1.095,25.94,7.11899
6.880,62.611,-173.926,-504.863,18.364,-51.575,-148.641,0.133,-0.391,-1.095,25.94,7.11911
6.888,62.764,-174.356,-506.104,18.387,-51.640,-148.824,0.133,-0.391,-1.095,25.94,7.11923
6.896,62.918,-174.787,-507.345,18.409,-51.705,-149.006,0.133,-0.391,-1.095,25.93,7.11934
6.905,63.071,-175.219,-508.589,18.431,-51.770,-149.189,0.133,-0.391,-1.095,25.93,7.11946
6.913,63.225,-175.651,-509.833,18.453,-51.835,-149.371,0.133,-0.391,-1.095,25.93,7.11958
6.921,63.379,-176.083,-511.080,18.475,-51.900,-149.554,0.133,-0.391,-1.095,25.93,7.11970
6.930,63.533,-176.516,-512.327,18.498,-51.965,-149.736,0.133,-0.391,-1.095,25.92,7.11982
6.938,63.687,-176.950,-513.577,18.520,-52.031,-149.919,0.133,-0.391,-1.095,25.92,7.11994
6.946,63.842,-177.384,-514.828,18.542,-52.096,-150.101,0.133,-0.391,-1.095,25.92,7.12006
6.955,63.997,-177.819,-516.080,18.564,-52.161,-150.283,0.133,-0.391,-1.095,25.92,7.12018
6.963,64.152,-178.254,-517.334,18.586,-52.226,-150.466,0.133,-0.391,-1.095,25.92,7.12030
6.971,64.307,-178.690,-518.589,18.608,-52.291,-150.648,0.133,-0.391,-1.095,25.91,7.12042
6.980,64.462,-179.126,-519.846,18.631,-52.356,-150.831,0.133,-0.391,-1.095,25.91,7.12054
6.988,64.617,-179.563,-521.105,18.653,-52.422,-151.013,0.133,-0.391,-1.095,25.91,7.12066
6.996,64.773,-180.000,-522.365,18.675,-52.487,-151.196,0.133,-0.391,-1.095,25.91,7.12078
7.005,64.929,-180.438,-523.626,18.697,-52.552,-151.378,0.133,-0.391,-1.095,25.90,7.12090
7.013,65.085,-180.877,-524.889,18.719,-52.617,-151.561,0.133,-0.391,-1.095,25.90,7.12102
7.021,65.241,-181.316,-526.154,18.742,-52.683,-151.743,0.133,-0.391,-1.095,25.90,7.12114
7.030,65.397,-181.755,-527.420,18.764,-52.748,-151.926,0.133,-0.391,-1.095,25.90,7.12126
7.038,65.554,-182.195,-528.688,18.786,-52.813,-152.108,0.133,-0.391,-1.095,25.89,7.12138
7.046,65.711,-182.636,-529.957,18.808,-52.878,-152.291,0.133,-0.392,-1.095,25.89,7.12150
7.055,65.868,-183.077,-531.227,18.830,-52.944,-152.473,0.133,-0.392,-1.095,25.89,7.12162
7.063,66.025,-183.519,-532.500,18.852,-53.009,-152.655,0.133,-0.392,-1.095,25.89,7.12174
7.071,66.182,-183.961,-533.773,18.875,-53.074,-152.838,0.133,-0.392,-1.095,25.88,7.12187
7.080,66.339,-184.404,-535.048,18.897,-53.139,-153.020,0.133,-0.392,-1.095,25.88,7.12199
7.088,66.497,-184.848,-536.325,18.919,-53.205,-153.203,0.133,-0.392,-1.095,25.88,7.12211
7.096,66.655,-185.291,-537.603,18.941,-53.270,-153.385,0.133,-0.392,-1.095,25.88,7.12223
7.105,66.813,-185.736,-538.883,18.963,-53.335,-153.568,0.133,-0.392,-1.095,25.87,7.12235
7.113,66.971,-186.181,-540.164,18.985,-53.400,-153.750,0.133,-0.392,-1.095,25.87,7.12248
7.121,67.130,-186.626,-541.447,19.008,-53.466,-153.933,0.133,-0.392,-1.095,25.87,7.12260
7.130,67.288,-187.073,-542.731,19.030,-53.531,-154.115,0.133,-0.392,-1.095,25.87,7.12272
7.138,67.447,-187.519,-544.017,19.052,-53.596,-154.298,0.133,-0.392,-1.095,25.86,7.12284
7.146,67.606,-187.966,-545.305,19.074,-53.662,-154.480,0.133,-0.392,-1.095,25.86,7.12297
7.155,67.765,-188.414,-546.594,19.096,-53.727,-154.662,0.133,-0.392,-1.095,25.86,7.12309
7.163,67.924,-188.862,-547.884,19.118,-53.792,-154.845,0.133,-0.392,-1.095,25.86,7.12321
7.171,68.084,-189.311,-549.176,19.141,-53.858,-155.027,0.133,-0.392,-1.095,25.85,7.12334
7.180,68.244,-189.761,-550.469,19.163,-53.923,-155.210,0.133,-0.392,-1.095,25.85,7.12346
7.188,68.403,-190.211,-551.764,19.185,-53.988,-155.392,0.133,-0.392,-1.095,25.85,7.12358
7.196,68.564,-190.661,-553.061,19.207,-54.054,-155.575,0.133,-0.392,-1.095,25.85,7.12371
7.205,68.724,-191.112,-554.359,19.229,-54.119,-155.757,0.133,-0.392,-1.095,25.84,7.12383
7.213,68.884,-191.564,-555.658,19.251,-54.185,-155.940,0.133,-0.392,-1.095,25.84,7.12395
7.221,69.045,-192.016,-556.959,19.274,-54.250,-156.122,0.133,-0.392,-1.095,25.84,7.12408
7.230,69.206,-192.468,-558.262,19.296,-54.315,-156.305,0.133,-0.392,-1.095,25.84,7.12420
7.238,69.367,-192.921,-559.566,19.318,-54.381,-156.487,0.133,-0.392,-1.095,25.83,7.12433
7.246,69.528,-193.375,-560.872,19.340,-54.446,-156.669,0.133,-0.392,-1.095,25.83,7.12445
7.255,69.689,-193.829,-562.179,19.362,-54.512,-156.852,0.133,-0.393,-1.095,25.83,7.12458
7.263,69.851,-194.284,-563.487,19.384,-54.577,-157.034,0.133,-0.393,-1.095,25.83,7.12470
7.271,70.012,-194.740,-564.798,19.406,-54.642,-157.217,0.133,-0.393,-1.095,25.82,7.12483
7.280,70.174,-195.196,-566.109,19.428,-54.708,-157.399,0.133,-0.393,-1.095,25.82,7.12495
7.288,70.336,-195.652,-567.422,19.451,-54.773,-157.582,0.133,-0.393,-1.095,25.82,7.12508
7.296,70.499,-196.109,-568.737,19.473,-54.839,-157.764,0.133,-0.393,-1.095,25.82,7.12520
7.305,70.661,-196.567,-570.053,19.495,-54.904,-157.946,0.133,-0.393,-1.095,25.81,7.12533
7.313,70.824,-197.025,-571.371,19.517,-54.970,-158.129,0.133,-0.393,-1.095,25.81,7.12545
7.321,70.987,-197.483,-572.690,19.539,-55.035,-158.311,0.133,-0.393,-1.095,25.81,7.12558
7.330,71.150,-197.942,-574.011,19.561,-55.101,-158.494,0.133,-0.393,-1.095,25.81,7.12571
7.338,71.313,-198.402,-575.334,19.583,-55.166,-158.676,0.133,-0.393,-1.095,25.80,7.12583
7.346,71.476,-198.862,-576.657,19.606,-55.232,-158.859,0.133,-0.393,-1.095,25.80,7.12596
7.355,71.640,-199.323,-577.983,19.628,-55.297,-159.041,0.133,-0.393,-1.095,25.80,7.12609
7.363,71.804,-199.785,-579.310,19.650,-55.363,-159.224,0.133,-0.393,-1.095,25.80,7.12621
7.371,71.967,-200.247,-580.638,19.672,-55.428,-159.406,0.133,-0.393,-1.095,25.79,7.12634
7.380,72.132,-200.709,-581.968,19.694,-55.494,-159.588,0.133,-0.393,-1.095,25.79,7.12647
7.388,72.296,-201.172,-583.299,19.716,-55.559,-159.771,0.133,-0.393,-1.095,25.79,7.12659
7.396,72.460,-201.636,-584.632,19.738,-55.625,-159.953,0.133,-0.393,-1.095,25.79,7.12672
7.405,72.625,-202.100,-585.967,19.760,-55.690,-160.136,0.133,-0.393,-1.095,25.78,7.12685
7.413,72.790,-202.564,-587.303,19.782,-55.756,-160.318,0.133,-0.393,-1.095,25.78,7.12698
7.421,72.955,-203.029,-588.640,19.805,-55.821,-160.501,0.133,-0.393,-1.095,25.78,7.12710
7.430,73.120,-203.495,-589.980,19.827,-55.887,-160.683,0.133,-0.393,-1.095,25.78,7.12723
7.438,73.286,-203.961,-591.320,19.849,-55.952,-160.865,0.133,-0.393,-1.095,25.77,7.12736
7.446,73.451,-204.428,-592.662,19.871,-56.018,-161.048,0.133,-0.393,-1.095,25.77,7.12749
7.455,73.617,-204.896,-594.006,19.893,-56.084,-161.230,0.133,-0.393,-1.095,25.77,7.12762
7.463,73.783,-205.364,-595.351,19.915,-56.149,-161.413,0.133,-0.394,-1.095,25.77,7.12774
7.471,73.949,-205.832,-596.698,19.937,-56.215,-161.595,0.133,-0.394,-1.095,25.76,7.12787
7.480,74.115,-206.301,-598.046,19.959,-56.280,-161.777,0.133,-0.394,-1.095,25.76,7.12800
7.488,74.282,-206.771,-599.395,19.981,-56.346,-161.960,0.133,-0.394,-1.094,25.76,7.12813
7.496,74.449,-207.241,-600.747,20.004,-56.412,-162.142,0.133,-0.394,-1.094,25.76,7.12826
7.505,74.615,-207.711,-602.099,20.026,-56.477,-162.325,0.133,-0.394,-1.094,25.75,7.12839
7.513,74.783,-208.183,-603.454,20.048,-56.543,-162.507,0.133,-0.394,-1.094,25.75,7.12852
7.521,74.950,-208.654,-604.809,20.070,-56.608,-162.690,0.133,-0.394,-1.094,25.75,7.12865
7.530,75.117,-209.127,-606.167,20.092,-56.674,-162.872,0.133,-0.394,-1.094,25.75,7.12878
7.538,75.285,-209.599,-607.525,20.114,-56.740,-163.054,0.133,-0.394,-1.094,25.74,7.12891
7.546,75.453,-210.073,-608.886,20.136,-56.805,-163.237,0.133,-0.394,-1.094,25.74,7.12904
7.555,75.621,-210.547,-610.248,20.158,-56.871,-163.419,0.133,-0.394,-1.094,25.74,7.12917
7.563,75.789,-211.021,-611.611,20.180,-56.937,-163.602,0.133,-0.394,-1.094,25.74,7.12930
7.571,75.957,-211.496,-612.976,20.202,-57.002,-163.784,0.133,-0.394,-1.094,25.73,7.12943
7.580,76.126,-211.972,-614.342,20.224,-57.068,-163.966,0.132,-0.394,-1.094,25.73,7.12956
7.588,76.294,-212.448,-615.710,20.247,-57.134,-164.149,0.132,-0.394,-1.094,25.73,7.12969
7.596,76.463,-212.925,-617.080,20.269,-57.199,-164.331,0.132,-0.394,-1.094,25.73,7.12982
7.605,76.632,-213.402,-618.451,20.291,-57.265,-164.514,0.132,-0.394,-1.094,25.72,7.12995
7.613,76.802,-213.880,-619.823,20.313,-57.331,-164.696,0.132,-0.394,-1.094,25.72,7.13008
7.621,76.971,-214.358,-621.197,20.335,-57.397,-164.878,0.132,-0.394,-1.094,25.72,7.13021
7.630,77.141,-214.837,-622.573,20.357,-57.462,-165.061,0.132,-0.394,-1.094,25.71,7.13034
7.638,77.311,-215.316,-623.950,20.379,-57.528,-165.243,0.132,-0.394,-1.094,25.71,7.13048
7.646,77.481,-215.796,-625.328,20.401,-57.594,-165.426,0.132,-0.394,-1.094,25.71,7.13061
7.655,77.651,-216.277,-626.708,20.423,-57.659,-165.608,0.132,-0.394,-1.094,25.71,7.13074
7.663,77.821,-216.758,-628.090,20.445,-57.725,-165.791,0.132,-0.395,-1.094,25.70,7.13087
7.671,77.992,-217.239,-629.473,20.467,-57.791,-165.973,0.132,-0.395,-1.094,25.70,7.13100
7.680,78.163,-217.721,-630.858,20.489,-57.857,-166.155,0.132,-0.395,-1.094,25.70,7.13114
7.688,78.334,-218.204,-632.244,20.511,-57.922,-166.338,0.132,-0.395,-1.094,25.70,7.13127
7.696,78.505,-218.687,-633.632,20.533,-57.988,-166.520,0.132,-0.395,-1.094,25.69,7.13140
7.705,78.676,-219.171,-635.021,20.556,-58.054,-166.703,0.132,-0.395,-1.094,25.69,7.13153
7.713,78.847,-219.656,-636.412,20.578,-58.120,-166.885,0.132,-0.395,-1.094,25.69,7.13167
7.721,79.019,-220.140,-637.804,20.600,-58.186,-167.067,0.132,-0.395,-1.094,25.69,7.13180
7.730,79.191,-220.626,-639.198,20.622,-58.251,-167.250,0.132,-0.395,-1.094,25.68,7.13193
7.738,79.363,-221.112,-640.593,20.644,-58.317,-167.432,0.132,-0.395,-1.094,25.68,7.13207
7.746,79.535,-221.598,-641.990,20.666,-58.383,-167.614,0.132,-0.395,-1.094,25.68,7.13220
7.755,79.708,-222.085,-643.388,20.688,-58.449,-167.797,0.132,-0.395,-1.094,25.68,7.13233
7.763,79.880,-222.573,-644.788,20.710,-58.515,-167.979,0.132,-0.395,-1.094,25.67,7.13247
7.771,80.053,-223.061,-646.189,20.732,-58.581,-168.162,0.132,-0.395,-1.094,25.67,7.13260
7.780,80.226,-223.550,-647.592,20.754,-58.646,-168.344,0.132,-0.395,-1.094,25.67,7.13273
7.788,80.399,-224.039,-648.997,20.776,-58.712,-168.526,0.132,-0.395,-1.094,25.66,7.13287
7.796,80.572,-224.529,-650.403,20.798,-58.778,-168.709,0.132,-0.395,-1.094,25.66,7.13300
7.805,80.746,-225.020,-651.810,20.820,-58.844,-168.891,0.132,-0.395,-1.094,25.66,7.13314
7.813,80.920,-225.510,-653.219,20.842,-58.910,-169.074,0.132,-0.395,-1.094,25.66,7.13327
7.821,81.093,-226.002,-654.630,20.864,-58.976,-169.256,0.132,-0.395,-1.094,25.65,7.13341
7.830,81.268,-226.494,-656.042,20.886,-59.042,-169.438,0.132,-0.395,-1.094,25.65,7.13354
7.838,81.442,-226.987,-657.456,20.908,-59.108,-169.621,0.132,-0.395,-1.094,25.65,7.13368
7.846,81.616,-227.480,-658.871,20.930,-59.174,-169.803,0.132,-0.395,-1.094,25.65,7.13381
7.855,81.791,-227.974,-660.287,20.952,-59.239,-169.986,0.132,-0.396,-1.094,25.64,7.13395
7.863,81.966,-228.468,-661.705,20.974,-59.305,-170.168,0.132,-0.396,-1.094,25.64,7.13408
7.871,82.141,-228.962,-663.125,20.996,-59.371,-170.350,0.132,-0.396,-1.094,25.64,7.13422
7.880,82.316,-229.458,-664.546,21.019,-59.437,-170.533,0.132,-0.396,-1.094,25.63,7.13435
7.888,82.491,-229.954,-665.969,21.041,-59.503,-170.715,0.132,-0.396,-1.094,25.63,7.13449
7.896,82.667,-230.450,-667.393,21.063,-59.569,-170.897,0.132,-0.396,-1.094,25.63,7.13463
7.905,82.842,-230.947,-668.819,21.085,-59.635,-171.080,0.132,-0.396,-1.094,25.63,7.13476
7.913,83.018,-231.445,-670.246,21.107,-59.701,-171.262,0.132,-0.396,-1.094,25.62,7.13490
7.921,83.194,-231.943,-671.675,21.129,-59.767,-171.445,0.132,-0.396,-1.094,25.62,7.13504
7.930,83.371,-232.441,-673.105,21.151,-59.833,-171.627,0.132,-0.396,-1.094,25.62,7.13517
7.938,83.547,-232.940,-674.537,21.173,-59.899,-171.809,0.132,-0.396,-1.094,25.62,7.13531
7.946,83.724,-233.440,-675.970,21.195,-59.965,-171.992,0.132,-0.396,-1.094,25.61,7.13545
7.955,83.900,-233.940,-677.405,21.217,-60.031,-172.174,0.132,-0.396,-1.094,25.61,7.13558
7.963,84.077,-234.441,-678.841,21.239,-60.097,-172.356,0.132,-0.396,-1.094,25.61,7.13572
7.971,84.255,-234.943,-680.279,21.261,-60.163,-172.539,0.132,-0.396,-1.094,25.60,7.13586
7.980,84.432,-235.445,-681.718,21.283,-60.229,-172.721,0.132,-0.396,-1.094,25.60,7.13600
7.988,84.609,-235.947,-683.159,21.305,-60.295,-172.904,0.132,-0.396,-1.094,25.60,7.13613
7.996,84.787,-236.450,-684.602,21.327,-60.361,-173.086,0.132,-0.396,-1.094,25.60,7.13627
